First Name,Last Name,Full Name,Email,Phone,Job Title,Company,Industry,Seniority,City,State,Country,LinkedIn URL,Website,Lead Score,Lead Tier,Lead Status,Enrichment Status,Data Quality,Source,Scraped Date,Enriched Date
Priya,Patel,Priya Patel,priya.patel@elevatecapital.com,+91-995647-3535,Senior Director,Elevate Capital,E-commerce,director,Mumbai,Maharashtra,India,https://linkedin.com/in/priya-patel-xpspz8,,0,Cold,,success,,apollo_intent_signal,,
Karan,Mehta,Karan Mehta,karan.mehta@primewealthadvisors.com,+91-967486-1237,Senior Manager,Prime Wealth Advisors,Manufacturing,manager,Bangalore,Maharashtra,India,https://linkedin.com/in/karan-mehta-wsvehe,,0,Cold,,success,,apollo_intent_signal,,
Karan,Patel,Karan Patel,karan.patel@primewealthadvisors.com,+91-923591-9992,Senior Director,Prime Wealth Advisors,Software,director,Delhi,Maharashtra,India,https://linkedin.com/in/karan-patel-wperj,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Kapoor,Vikram Kapoor,vikram.kapoor@axisgrowthpartners.com,+91-975836-7286,Director,Axis Growth Partners,Manufacturing,director,Hyderabad,Maharashtra,India,https://linkedin.com/in/vikram-kapoor-1a9h,,0,Cold,,success,,apollo_intent_signal,,
Neha,Reddy,Neha Reddy,neha.reddy@aurorafamilyoffice.com,+91-986837-6370,VP,Aurora Family Office,Software,vp,Pune,Maharashtra,India,https://linkedin.com/in/neha-reddy-84r7va,,0,Cold,,success,,apollo_intent_signal,,
Neha,Sharma,Neha Sharma,neha.sharma@primewealthadvisors.com,+91-960570-7016,Senior Manager,Prime Wealth Advisors,Manufacturing,manager,Mumbai,Maharashtra,India,https://linkedin.com/in/neha-sharma-dut9ht,,0,Cold,,success,,apollo_intent_signal,,
Karan,Mehta,Karan Mehta,karan.mehta@elevatecapital.com,+91-923768-4463,Head of,Elevate Capital,Healthcare,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/karan-mehta-pxy9q8,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Sharma,Vikram Sharma,vikram.sharma@elevatecapital.com,+91-993923-5071,Director,Elevate Capital,Consulting,director,Chennai,Maharashtra,India,https://linkedin.com/in/vikram-sharma-r67apq,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Mehta,Vikram Mehta,vikram.mehta@aurorafamilyoffice.com,+91-989927-9627,VP,Aurora Family Office,E-commerce,vp,Bangalore,Maharashtra,India,https://linkedin.com/in/vikram-mehta-vphy8f,,0,Cold,,success,,apollo_intent_signal,,
Neha,Gupta,Neha Gupta,neha.gupta@axisgrowthpartners.com,+91-980661-6765,General Manager,Axis Growth Partners,Consulting,manager,Chennai,Maharashtra,India,https://linkedin.com/in/neha-gupta-8rygsg,,0,Cold,,success,,apollo_intent_signal,,
Karan,Kapoor,Karan Kapoor,karan.kapoor@northstarinvestments.com,+91-986408-1285,Vice President,NorthStar Investments,Healthcare,vp,Pune,Maharashtra,India,https://linkedin.com/in/karan-kapoor-iotwm,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Iyer,Vikram Iyer,vikram.iyer@aurorafamilyoffice.com,+91-934443-8618,Head of,Aurora Family Office,Healthcare,individual_contributor,Hyderabad,Maharashtra,India,https://linkedin.com/in/vikram-iyer-5bwke,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Mehta,Rahul Mehta,rahul.mehta@centurionfinance.com,+91-911473-1104,Senior Director,Centurion Finance,Healthcare,director,Hyderabad,Maharashtra,India,https://linkedin.com/in/rahul-mehta-7hijww,,0,Cold,,success,,apollo_intent_signal,,
Amit,Sharma,Amit Sharma,amit.sharma@northstarinvestments.com,+91-941017-8704,Senior Manager,NorthStar Investments,Healthcare,manager,Pune,Maharashtra,India,https://linkedin.com/in/amit-sharma-y7x67,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Iyer,Sneha Iyer,sneha.iyer@centurionfinance.com,+91-978944-1476,Senior Manager,Centurion Finance,Healthcare,manager,Hyderabad,Maharashtra,India,https://linkedin.com/in/sneha-iyer-rpijsa,,0,Cold,,success,,apollo_intent_signal,,
Amit,Iyer,Amit Iyer,amit.iyer@primewealthadvisors.com,+91-998303-7886,General Manager,Prime Wealth Advisors,Technology,manager,Mumbai,Maharashtra,India,https://linkedin.com/in/amit-iyer-pn1p3,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Kapoor,Rahul Kapoor,rahul.kapoor@northstarinvestments.com,+91-944929-3805,Senior Manager,NorthStar Investments,Manufacturing,manager,Mumbai,Maharashtra,India,https://linkedin.com/in/rahul-kapoor-fw8cfd,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Sharma,Ananya Sharma,ananya.sharma@primewealthadvisors.com,+91-987686-3021,Head of,Prime Wealth Advisors,Healthcare,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/ananya-sharma-xxaxzc,,0,Cold,,success,,apollo_intent_signal,,
Karan,Reddy,Karan Reddy,karan.reddy@elevatecapital.com,+91-923277-3753,Director,Elevate Capital,Technology,director,Delhi,Maharashtra,India,https://linkedin.com/in/karan-reddy-riolbc,,0,Cold,,success,,apollo_intent_signal,,
Priya,Iyer,Priya Iyer,priya.iyer@aurorafamilyoffice.com,+91-982221-4110,Director,Aurora Family Office,Healthcare,director,Mumbai,Maharashtra,India,https://linkedin.com/in/priya-iyer-unfcz9,,0,Cold,,success,,apollo_intent_signal,,
Neha,Sharma,Neha Sharma,neha.sharma@elevatecapital.com,+91-945108-3525,Senior Director,Elevate Capital,Manufacturing,director,Chennai,Maharashtra,India,https://linkedin.com/in/neha-sharma-98g8s9,,0,Cold,,success,,apollo_intent_signal,,
Karan,Iyer,Karan Iyer,karan.iyer@axisgrowthpartners.com,+91-973221-9756,Senior Director,Axis Growth Partners,Professional Services,director,Bangalore,Maharashtra,India,https://linkedin.com/in/karan-iyer-ea65mh,,0,Cold,,success,,apollo_intent_signal,,
Priya,Reddy,Priya Reddy,priya.reddy@northstarinvestments.com,+91-994066-4654,Senior Manager,NorthStar Investments,Consulting,manager,Pune,Maharashtra,India,https://linkedin.com/in/priya-reddy-9ekbx,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Sharma,Rahul Sharma,rahul.sharma@aurorafamilyoffice.com,+91-951640-6883,VP,Aurora Family Office,Professional Services,vp,Hyderabad,Maharashtra,India,https://linkedin.com/in/rahul-sharma-f9o6e0e,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Reddy,Vikram Reddy,vikram.reddy@northstarinvestments.com,+91-982823-2024,Vice President,NorthStar Investments,Manufacturing,vp,Hyderabad,Maharashtra,India,https://linkedin.com/in/vikram-reddy-19q4vp,,0,Cold,,success,,apollo_intent_signal,,
Amit,Kapoor,Amit Kapoor,amit.kapoor@centurionfinance.com,+91-969123-2892,Director,Centurion Finance,Healthcare,director,Mumbai,Maharashtra,India,https://linkedin.com/in/amit-kapoor-q1f2i,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Mehta,Rahul Mehta,rahul.mehta@axisgrowthpartners.com,+91-927848-3546,VP,Axis Growth Partners,Manufacturing,vp,Delhi,Maharashtra,India,https://linkedin.com/in/rahul-mehta-n6eom9,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Patel,Vikram Patel,vikram.patel@primewealthadvisors.com,+91-942837-3011,Senior Manager,Prime Wealth Advisors,Healthcare,manager,Mumbai,Maharashtra,India,https://linkedin.com/in/vikram-patel-gea2ui,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Sharma,Ananya Sharma,ananya.sharma@aurorafamilyoffice.com,+91-905719-2875,Senior Manager,Aurora Family Office,Consulting,manager,Bangalore,Maharashtra,India,https://linkedin.com/in/ananya-sharma-uq1qij,,0,Cold,,success,,apollo_intent_signal,,
Karan,Mehta,Karan Mehta,karan.mehta@primewealthadvisors.com,+91-949795-3095,VP,Prime Wealth Advisors,Technology,vp,Delhi,Maharashtra,India,https://linkedin.com/in/karan-mehta-bo0lce7,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Kapoor,Ananya Kapoor,ananya.kapoor@primewealthadvisors.com,+91-938292-6855,Vice President,Prime Wealth Advisors,Software,vp,Hyderabad,Maharashtra,India,https://linkedin.com/in/ananya-kapoor-7rzkgx,,0,Cold,,success,,apollo_intent_signal,,
Karan,Mehta,Karan Mehta,karan.mehta@primewealthadvisors.com,+91-989099-5372,Director,Prime Wealth Advisors,Technology,director,Mumbai,Maharashtra,India,https://linkedin.com/in/karan-mehta-6zc9nl,,0,Cold,,success,,apollo_intent_signal,,
Karan,Reddy,Karan Reddy,karan.reddy@axisgrowthpartners.com,+91-924480-4448,Director,Axis Growth Partners,Software,director,Chennai,Maharashtra,India,https://linkedin.com/in/karan-reddy-1604ki,,0,Cold,,success,,apollo_intent_signal,,
Neha,Patel,Neha Patel,neha.patel@northstarinvestments.com,+91-995526-8032,Vice President,NorthStar Investments,Consulting,vp,Pune,Maharashtra,India,https://linkedin.com/in/neha-patel-7sp3zo,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Kapoor,Rahul Kapoor,rahul.kapoor@axisgrowthpartners.com,+91-965943-5709,Senior Director,Axis Growth Partners,E-commerce,director,Mumbai,Maharashtra,India,https://linkedin.com/in/rahul-kapoor-34tbep,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Mehta,Rahul Mehta,rahul.mehta@primewealthadvisors.com,+91-940583-6159,Senior Director,Prime Wealth Advisors,Software,director,Pune,Maharashtra,India,https://linkedin.com/in/rahul-mehta-ozle4e,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Gupta,Vikram Gupta,vikram.gupta@centurionfinance.com,+91-955570-9860,VP,Centurion Finance,Professional Services,vp,Hyderabad,Maharashtra,India,https://linkedin.com/in/vikram-gupta-ij9hkc,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Iyer,Ananya Iyer,ananya.iyer@centurionfinance.com,+91-970690-8542,Senior Director,Centurion Finance,E-commerce,director,Delhi,Maharashtra,India,https://linkedin.com/in/ananya-iyer-eubml,,0,Cold,,success,,apollo_intent_signal,,
Karan,Kapoor,Karan Kapoor,karan.kapoor@axisgrowthpartners.com,+91-965003-4205,VP,Axis Growth Partners,Technology,vp,Mumbai,Maharashtra,India,https://linkedin.com/in/karan-kapoor-bfjevx8,,0,Cold,,success,,apollo_intent_signal,,
Amit,Kapoor,Amit Kapoor,amit.kapoor@centurionfinance.com,+91-903640-0996,Vice President,Centurion Finance,Technology,vp,Bangalore,Maharashtra,India,https://linkedin.com/in/amit-kapoor-4a21a,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Mehta,Ananya Mehta,ananya.mehta@centurionfinance.com,+91-965735-9592,Head of,Centurion Finance,Manufacturing,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/ananya-mehta-ugusm8,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Mehta,Sneha Mehta,sneha.mehta@primewealthadvisors.com,+91-992215-2075,Senior Manager,Prime Wealth Advisors,Healthcare,manager,Bangalore,Maharashtra,India,https://linkedin.com/in/sneha-mehta-fajp7,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Mehta,Ananya Mehta,ananya.mehta@northstarinvestments.com,+91-907238-6700,VP,NorthStar Investments,Consulting,vp,Pune,Maharashtra,India,https://linkedin.com/in/ananya-mehta-8dh0zs,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Reddy,Rahul Reddy,rahul.reddy@axisgrowthpartners.com,+91-966302-3784,Senior Manager,Axis Growth Partners,E-commerce,manager,Pune,Maharashtra,India,https://linkedin.com/in/rahul-reddy-64isj3,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Sharma,Ananya Sharma,ananya.sharma@axisgrowthpartners.com,+91-984256-8152,Senior Manager,Axis Growth Partners,Consulting,manager,Hyderabad,Maharashtra,India,https://linkedin.com/in/ananya-sharma-ve4c0t,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Reddy,Vikram Reddy,vikram.reddy@aurorafamilyoffice.com,+91-983195-3207,Director,Aurora Family Office,Professional Services,director,Delhi,Maharashtra,India,https://linkedin.com/in/vikram-reddy-wz081,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Sharma,Sneha Sharma,sneha.sharma@centurionfinance.com,+91-943257-3303,VP,Centurion Finance,E-commerce,vp,Delhi,Maharashtra,India,https://linkedin.com/in/sneha-sharma-8xv76,,0,Cold,,success,,apollo_intent_signal,,
Priya,Patel,Priya Patel,priya.patel@northstarinvestments.com,+91-925292-1365,Senior Director,NorthStar Investments,Manufacturing,director,Pune,Maharashtra,India,https://linkedin.com/in/priya-patel-0ca5pp,,0,Cold,,success,,apollo_intent_signal,,
Neha,Patel,Neha Patel,neha.patel@axisgrowthpartners.com,+91-962183-8955,Senior Director,Axis Growth Partners,E-commerce,director,Delhi,Maharashtra,India,https://linkedin.com/in/neha-patel-px2qr6p,,0,Cold,,success,,apollo_intent_signal,,
Amit,Gupta,Amit Gupta,amit.gupta@centurionfinance.com,+91-927199-9026,Senior Manager,Centurion Finance,Healthcare,manager,Hyderabad,Maharashtra,India,https://linkedin.com/in/amit-gupta-w2d0j,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Mehta,Ananya Mehta,ananya.mehta@aurorafamilyoffice.com,+91-904427-9130,Senior Manager,Aurora Family Office,Technology,manager,Chennai,Maharashtra,India,https://linkedin.com/in/ananya-mehta-38nz1,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Patel,Vikram Patel,vikram.patel@axisgrowthpartners.com,+91-960174-8993,Senior Manager,Axis Growth Partners,Consulting,manager,Delhi,Maharashtra,India,https://linkedin.com/in/vikram-patel-qqvsjw,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Patel,Vikram Patel,vikram.patel@centurionfinance.com,+91-909778-9120,General Manager,Centurion Finance,Technology,manager,Bangalore,Maharashtra,India,https://linkedin.com/in/vikram-patel-xp2txd,,0,Cold,,success,,apollo_intent_signal,,
Amit,Patel,Amit Patel,amit.patel@primewealthadvisors.com,+91-947064-9625,Director,Prime Wealth Advisors,Professional Services,director,Bangalore,Maharashtra,India,https://linkedin.com/in/amit-patel-3tuovr,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Patel,Sneha Patel,sneha.patel@primewealthadvisors.com,+91-946743-1860,VP,Prime Wealth Advisors,Manufacturing,vp,Bangalore,Maharashtra,India,https://linkedin.com/in/sneha-patel-hffiht,,0,Cold,,success,,apollo_intent_signal,,
Neha,Mehta,Neha Mehta,neha.mehta@elevatecapital.com,+91-995458-7357,Senior Director,Elevate Capital,Software,director,Bangalore,Maharashtra,India,https://linkedin.com/in/neha-mehta-5e005h,,0,Cold,,success,,apollo_intent_signal,,
Neha,Kapoor,Neha Kapoor,neha.kapoor@elevatecapital.com,+91-911770-4554,Senior Director,Elevate Capital,Manufacturing,director,Delhi,Maharashtra,India,https://linkedin.com/in/neha-kapoor-77tjtp,,0,Cold,,success,,apollo_intent_signal,,
Amit,Gupta,Amit Gupta,amit.gupta@northstarinvestments.com,+91-925065-9526,Director,NorthStar Investments,Technology,director,Delhi,Maharashtra,India,https://linkedin.com/in/amit-gupta-88c0d,,0,Cold,,success,,apollo_intent_signal,,
Priya,Mehta,Priya Mehta,priya.mehta@axisgrowthpartners.com,+91-936406-2406,Senior Director,Axis Growth Partners,Consulting,director,Bangalore,Maharashtra,India,https://linkedin.com/in/priya-mehta-3b1phe,,0,Cold,,success,,apollo_intent_signal,,
Amit,Gupta,Amit Gupta,amit.gupta@aurorafamilyoffice.com,+91-993444-5156,Director,Aurora Family Office,Software,director,Mumbai,Maharashtra,India,https://linkedin.com/in/amit-gupta-cki0ag,,0,Cold,,success,,apollo_intent_signal,,
Karan,Sharma,Karan Sharma,karan.sharma@aurorafamilyoffice.com,+91-954681-2689,VP,Aurora Family Office,E-commerce,vp,Mumbai,Maharashtra,India,https://linkedin.com/in/karan-sharma-2m9nfa,,0,Cold,,success,,apollo_intent_signal,,
Neha,Mehta,Neha Mehta,neha.mehta@northstarinvestments.com,+91-925505-7335,Senior Manager,NorthStar Investments,Software,manager,Chennai,Maharashtra,India,https://linkedin.com/in/neha-mehta-zg6ri,,0,Cold,,success,,apollo_intent_signal,,
Neha,Patel,Neha Patel,neha.patel@primewealthadvisors.com,+91-946792-7871,Senior Director,Prime Wealth Advisors,Software,director,Mumbai,Maharashtra,India,https://linkedin.com/in/neha-patel-jik42h,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Patel,Vikram Patel,vikram.patel@centurionfinance.com,+91-964766-8055,Vice President,Centurion Finance,Professional Services,vp,Pune,Maharashtra,India,https://linkedin.com/in/vikram-patel-4p8ncg,,0,Cold,,success,,apollo_intent_signal,,
Amit,Kapoor,Amit Kapoor,amit.kapoor@axisgrowthpartners.com,+91-991005-1077,General Manager,Axis Growth Partners,E-commerce,manager,Mumbai,Maharashtra,India,https://linkedin.com/in/amit-kapoor-kys0d7,,0,Cold,,success,,apollo_intent_signal,,
Karan,Patel,Karan Patel,karan.patel@axisgrowthpartners.com,+91-979130-9051,Director,Axis Growth Partners,Professional Services,director,Bangalore,Maharashtra,India,https://linkedin.com/in/karan-patel-ti051t,,0,Cold,,success,,apollo_intent_signal,,
Priya,Iyer,Priya Iyer,priya.iyer@primewealthadvisors.com,+91-965311-8647,Senior Manager,Prime Wealth Advisors,Software,manager,Delhi,Maharashtra,India,https://linkedin.com/in/priya-iyer-e0u5c4,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Mehta,Ananya Mehta,ananya.mehta@primewealthadvisors.com,+91-939971-7645,Vice President,Prime Wealth Advisors,Healthcare,vp,Chennai,Maharashtra,India,https://linkedin.com/in/ananya-mehta-gmjcw8,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Sharma,Ananya Sharma,ananya.sharma@elevatecapital.com,+91-928052-3364,Senior Director,Elevate Capital,Manufacturing,director,Chennai,Maharashtra,India,https://linkedin.com/in/ananya-sharma-r00js,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Patel,Sneha Patel,sneha.patel@aurorafamilyoffice.com,+91-901841-5092,Head of,Aurora Family Office,Healthcare,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/sneha-patel-uvjykp,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Patel,Vikram Patel,vikram.patel@primewealthadvisors.com,+91-940741-9493,Director,Prime Wealth Advisors,Software,director,Delhi,Maharashtra,India,https://linkedin.com/in/vikram-patel-j2f508,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Gupta,Rahul Gupta,rahul.gupta@axisgrowthpartners.com,+91-935082-7656,Director,Axis Growth Partners,Technology,director,Chennai,Maharashtra,India,https://linkedin.com/in/rahul-gupta-j5d4j,,0,Cold,,success,,apollo_intent_signal,,
Karan,Iyer,Karan Iyer,karan.iyer@aurorafamilyoffice.com,+91-991892-7300,Senior Manager,Aurora Family Office,Professional Services,manager,Chennai,Maharashtra,India,https://linkedin.com/in/karan-iyer-i7ef5e,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Gupta,Vikram Gupta,vikram.gupta@centurionfinance.com,+91-963086-8101,VP,Centurion Finance,E-commerce,vp,Bangalore,Maharashtra,India,https://linkedin.com/in/vikram-gupta-hmxbse,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Iyer,Ananya Iyer,ananya.iyer@axisgrowthpartners.com,+91-929966-5792,Senior Manager,Axis Growth Partners,Healthcare,manager,Hyderabad,Maharashtra,India,https://linkedin.com/in/ananya-iyer-voxjsm,,0,Cold,,success,,apollo_intent_signal,,
Neha,Gupta,Neha Gupta,neha.gupta@elevatecapital.com,+91-963831-6252,Senior Director,Elevate Capital,Technology,director,Chennai,Maharashtra,India,https://linkedin.com/in/neha-gupta-9eznxk,,0,Cold,,success,,apollo_intent_signal,,
Neha,Iyer,Neha Iyer,neha.iyer@axisgrowthpartners.com,+91-907957-8454,Vice President,Axis Growth Partners,E-commerce,vp,Delhi,Maharashtra,India,https://linkedin.com/in/neha-iyer-ribyqi,,0,Cold,,success,,apollo_intent_signal,,
Neha,Gupta,Neha Gupta,neha.gupta@aurorafamilyoffice.com,+91-988587-0167,Senior Manager,Aurora Family Office,Technology,manager,Mumbai,Maharashtra,India,https://linkedin.com/in/neha-gupta-g613su,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Sharma,Ananya Sharma,ananya.sharma@centurionfinance.com,+91-972439-9152,Senior Director,Centurion Finance,Software,director,Chennai,Maharashtra,India,https://linkedin.com/in/ananya-sharma-3hhkxc,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Kapoor,Rahul Kapoor,rahul.kapoor@centurionfinance.com,+91-987465-0236,Senior Director,Centurion Finance,Manufacturing,director,Hyderabad,Maharashtra,India,https://linkedin.com/in/rahul-kapoor-zn2upi,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Iyer,Ananya Iyer,ananya.iyer@axisgrowthpartners.com,+91-988063-6344,Director,Axis Growth Partners,E-commerce,director,Hyderabad,Maharashtra,India,https://linkedin.com/in/ananya-iyer-as6l8q,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Mehta,Vikram Mehta,vikram.mehta@northstarinvestments.com,+91-927820-9665,Senior Manager,NorthStar Investments,Healthcare,manager,Chennai,Maharashtra,India,https://linkedin.com/in/vikram-mehta-tt7e7t,,0,Cold,,success,,apollo_intent_signal,,
Priya,Gupta,Priya Gupta,priya.gupta@centurionfinance.com,+91-940729-2813,General Manager,Centurion Finance,Consulting,manager,Mumbai,Maharashtra,India,https://linkedin.com/in/priya-gupta-3y005v,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Patel,Sneha Patel,sneha.patel@centurionfinance.com,+91-955136-7293,Senior Manager,Centurion Finance,Technology,manager,Pune,Maharashtra,India,https://linkedin.com/in/sneha-patel-9nhapq,,0,Cold,,success,,apollo_intent_signal,,
Priya,Sharma,Priya Sharma,priya.sharma@aurorafamilyoffice.com,+91-975745-2967,Senior Manager,Aurora Family Office,Consulting,manager,Hyderabad,Maharashtra,India,https://linkedin.com/in/priya-sharma-q4kt4,,0,Cold,,success,,apollo_intent_signal,,
Priya,Sharma,Priya Sharma,priya.sharma@aurorafamilyoffice.com,+91-986806-7100,VP,Aurora Family Office,Manufacturing,vp,Chennai,Maharashtra,India,https://linkedin.com/in/priya-sharma-f3vlv,,0,Cold,,success,,apollo_intent_signal,,
Amit,Gupta,Amit Gupta,amit.gupta@primewealthadvisors.com,+91-970811-0816,Director,Prime Wealth Advisors,Technology,director,Mumbai,Maharashtra,India,https://linkedin.com/in/amit-gupta-8re2vc,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Patel,Vikram Patel,vikram.patel@northstarinvestments.com,+91-992199-1877,Director,NorthStar Investments,Manufacturing,director,Chennai,Maharashtra,India,https://linkedin.com/in/vikram-patel-1so3wa,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Sharma,Vikram Sharma,vikram.sharma@axisgrowthpartners.com,+91-953391-2688,Senior Manager,Axis Growth Partners,E-commerce,manager,Chennai,Maharashtra,India,https://linkedin.com/in/vikram-sharma-po0um,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Mehta,Rahul Mehta,rahul.mehta@centurionfinance.com,+91-965952-7551,Senior Director,Centurion Finance,Consulting,director,Chennai,Maharashtra,India,https://linkedin.com/in/rahul-mehta-gs5one,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Sharma,Sneha Sharma,sneha.sharma@northstarinvestments.com,+91-993020-1253,Senior Manager,NorthStar Investments,E-commerce,manager,Bangalore,Maharashtra,India,https://linkedin.com/in/sneha-sharma-2ttby,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Kapoor,Sneha Kapoor,sneha.kapoor@axisgrowthpartners.com,+91-992966-4359,Director,Axis Growth Partners,Professional Services,director,Hyderabad,Maharashtra,India,https://linkedin.com/in/sneha-kapoor-2km561,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Kapoor,Sneha Kapoor,sneha.kapoor@centurionfinance.com,+91-919708-5750,General Manager,Centurion Finance,Consulting,manager,Hyderabad,Maharashtra,India,https://linkedin.com/in/sneha-kapoor-cntfa,,0,Cold,,success,,apollo_intent_signal,,
Priya,Reddy,Priya Reddy,priya.reddy@axisgrowthpartners.com,+91-921917-7042,Head of,Axis Growth Partners,E-commerce,individual_contributor,Bangalore,Maharashtra,India,https://linkedin.com/in/priya-reddy-70wad,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Kapoor,Rahul Kapoor,rahul.kapoor@axisgrowthpartners.com,+91-913142-5992,Senior Manager,Axis Growth Partners,Healthcare,manager,Hyderabad,Maharashtra,India,https://linkedin.com/in/rahul-kapoor-swmw5l,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Iyer,Ananya Iyer,ananya.iyer@elevatecapital.com,+91-934937-3351,Head of,Elevate Capital,Manufacturing,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/ananya-iyer-whm2g,,0,Cold,,success,,apollo_intent_signal,,
