First Name,Last Name,Full Name,Email,Phone,Job Title,Company,Industry,Seniority,City,State,Country,LinkedIn URL,Website,Lead Score,Lead Tier,Lead Status,Enrichment Status,Data Quality,Source,Scraped Date,Enriched Date
Karan,Gupta,Karan Gupta,karan.gupta@aurorafamilyoffice.com,+91-902892-8901,Managing Partner,Aurora Family Office,Investment Banking,individual_contributor,Pune,Maharashtra,India,https://linkedin.com/in/karan-gupta-d1iyv,,0,Cold,,success,,apollo_intent_signal,,
Priya,Gupta,Priya Gupta,priya.gupta@northstarinvestments.com,+91-970028-6453,Co-Founder,NorthStar Investments,Family Office,c_suite,Bangalore,Maharashtra,India,https://linkedin.com/in/priya-gupta-59aeo5,,0,Cold,,success,,apollo_intent_signal,,
Neha,Sharma,Neha Sharma,neha.sharma@centurionfinance.com,+91-924678-7689,Board Member,Centurion Finance,Family Office,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/neha-sharma-pvh4ss,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Patel,Sneha Patel,sneha.patel@primewealthadvisors.com,+91-912656-2726,Board Member,Prime Wealth Advisors,Private Equity,individual_contributor,Bangalore,Maharashtra,India,https://linkedin.com/in/sneha-patel-2qa3k,,0,Cold,,success,,apollo_intent_signal,,
Amit,Kapoor,Amit Kapoor,amit.kapoor@axisgrowthpartners.com,+91-909949-0650,Managing Partner,Axis Growth Partners,Private Equity,individual_contributor,Pune,Maharashtra,India,https://linkedin.com/in/amit-kapoor-yp55rq,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Kapoor,Rahul Kapoor,rahul.kapoor@northstarinvestments.com,+91-916730-7316,Chief Executive Officer,NorthStar Investments,Family Office,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/rahul-kapoor-97aakn,,0,Cold,,success,,apollo_intent_signal,,
Karan,Reddy,Karan Reddy,karan.reddy@northstarinvestments.com,+91-999484-7231,Board Member,NorthStar Investments,Investment Banking,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/karan-reddy-6uixsr,,0,Cold,,success,,apollo_intent_signal,,
Amit,Sharma,Amit Sharma,amit.sharma@primewealthadvisors.com,+91-926750-8335,Owner,Prime Wealth Advisors,Hedge Fund,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/amit-sharma-pjr8ka,,0,Cold,,success,,apollo_intent_signal,,
Priya,Reddy,Priya Reddy,priya.reddy@axisgrowthpartners.com,+91-914138-7828,Chairman,Axis Growth Partners,Investment Banking,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/priya-reddy-v2x6h,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Iyer,Ananya Iyer,ananya.iyer@northstarinvestments.com,+91-970828-1872,CEO,NorthStar Investments,Venture Capital,c_suite,Chennai,Maharashtra,India,https://linkedin.com/in/ananya-iyer-sxxx6e,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Sharma,Sneha Sharma,sneha.sharma@elevatecapital.com,+91-984703-0036,Chief Executive Officer,Elevate Capital,Venture Capital,individual_contributor,Pune,Maharashtra,India,https://linkedin.com/in/sneha-sharma-7stkw,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Sharma,Ananya Sharma,ananya.sharma@centurionfinance.com,+91-958301-5133,Owner,Centurion Finance,Investment Banking,c_suite,Bangalore,Maharashtra,India,https://linkedin.com/in/ananya-sharma-bdnt87,,0,Cold,,success,,apollo_intent_signal,,
Neha,Gupta,Neha Gupta,neha.gupta@elevatecapital.com,+91-950390-6216,Founder,Elevate Capital,Private Equity,c_suite,Pune,Maharashtra,India,https://linkedin.com/in/neha-gupta-pje4b,,0,Cold,,success,,apollo_intent_signal,,
Priya,Reddy,Priya Reddy,priya.reddy@aurorafamilyoffice.com,+91-924630-9443,CEO,Aurora Family Office,Hedge Fund,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/priya-reddy-kzsovc,,0,Cold,,success,,apollo_intent_signal,,
Amit,Sharma,Amit Sharma,amit.sharma@primewealthadvisors.com,+91-969839-1854,CEO,Prime Wealth Advisors,Family Office,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/amit-sharma-6a49v,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Mehta,Rahul Mehta,rahul.mehta@axisgrowthpartners.com,+91-964528-3561,Managing Partner,Axis Growth Partners,Asset Management,individual_contributor,Bangalore,Maharashtra,India,https://linkedin.com/in/rahul-mehta-i38bql,,0,Cold,,success,,apollo_intent_signal,,
Amit,Reddy,Amit Reddy,amit.reddy@axisgrowthpartners.com,+91-961775-9850,Owner,Axis Growth Partners,Venture Capital,c_suite,Pune,Maharashtra,India,https://linkedin.com/in/amit-reddy-e2eo9e,,0,Cold,,success,,apollo_intent_signal,,
Karan,Reddy,Karan Reddy,karan.reddy@axisgrowthpartners.com,+91-999044-6400,Managing Partner,Axis Growth Partners,Investment Banking,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/karan-reddy-s9kuje,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Kapoor,Ananya Kapoor,ananya.kapoor@primewealthadvisors.com,+91-964544-4534,Co-Founder,Prime Wealth Advisors,Asset Management,c_suite,Bangalore,Maharashtra,India,https://linkedin.com/in/ananya-kapoor-sw4ftj,,0,Cold,,success,,apollo_intent_signal,,
Neha,Patel,Neha Patel,neha.patel@centurionfinance.com,+91-931863-0417,Chairman,Centurion Finance,Hedge Fund,individual_contributor,Pune,Maharashtra,India,https://linkedin.com/in/neha-patel-huavjm,,0,Cold,,success,,apollo_intent_signal,,
Priya,Reddy,Priya Reddy,priya.reddy@primewealthadvisors.com,+91-942633-1850,Board Member,Prime Wealth Advisors,Family Office,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/priya-reddy-de5p7j,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Patel,Rahul Patel,rahul.patel@axisgrowthpartners.com,+91-977712-4205,Chairman,Axis Growth Partners,Family Office,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/rahul-patel-bbq37f,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Patel,Vikram Patel,vikram.patel@northstarinvestments.com,+91-926318-6790,CEO,NorthStar Investments,Hedge Fund,c_suite,Delhi,Maharashtra,India,https://linkedin.com/in/vikram-patel-685h5,,0,Cold,,success,,apollo_intent_signal,,
Karan,Sharma,Karan Sharma,karan.sharma@aurorafamilyoffice.com,+91-916356-4403,Chief Executive Officer,Aurora Family Office,Venture Capital,individual_contributor,Hyderabad,Maharashtra,India,https://linkedin.com/in/karan-sharma-a2ghki,,0,Cold,,success,,apollo_intent_signal,,
Karan,Kapoor,Karan Kapoor,karan.kapoor@aurorafamilyoffice.com,+91-953513-9878,Co-Founder,Aurora Family Office,Private Equity,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/karan-kapoor-g2mb5n,,0,Cold,,success,,apollo_intent_signal,,
Neha,Reddy,Neha Reddy,neha.reddy@primewealthadvisors.com,+91-998265-4534,Board Member,Prime Wealth Advisors,Asset Management,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/neha-reddy-3q23cd,,0,Cold,,success,,apollo_intent_signal,,
Amit,Gupta,Amit Gupta,amit.gupta@aurorafamilyoffice.com,+91-943728-4340,Family Office Principal,Aurora Family Office,Family Office,individual_contributor,Pune,Maharashtra,India,https://linkedin.com/in/amit-gupta-vklsh,,0,Cold,,success,,apollo_intent_signal,,
Karan,Kapoor,Karan Kapoor,karan.kapoor@axisgrowthpartners.com,+91-998857-1947,CEO,Axis Growth Partners,Venture Capital,c_suite,Bangalore,Maharashtra,India,https://linkedin.com/in/karan-kapoor-hdxqzs,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Sharma,Rahul Sharma,rahul.sharma@centurionfinance.com,+91-971465-3484,CEO,Centurion Finance,Investment Banking,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/rahul-sharma-7fxpcp,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Reddy,Vikram Reddy,vikram.reddy@centurionfinance.com,+91-938919-5832,CEO,Centurion Finance,Private Equity,c_suite,Delhi,Maharashtra,India,https://linkedin.com/in/vikram-reddy-wpett,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Iyer,Vikram Iyer,vikram.iyer@centurionfinance.com,+91-905322-5367,Chief Executive Officer,Centurion Finance,Asset Management,individual_contributor,Bangalore,Maharashtra,India,https://linkedin.com/in/vikram-iyer-5phj3o,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Kapoor,Rahul Kapoor,rahul.kapoor@axisgrowthpartners.com,+91-916855-4979,Managing Partner,Axis Growth Partners,Hedge Fund,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/rahul-kapoor-dwgl7,,0,Cold,,success,,apollo_intent_signal,,
Neha,Patel,Neha Patel,neha.patel@primewealthadvisors.com,+91-915085-1408,Managing Partner,Prime Wealth Advisors,Private Equity,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/neha-patel-08ir2p,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Gupta,Vikram Gupta,vikram.gupta@elevatecapital.com,+91-900359-7886,Chief Executive Officer,Elevate Capital,Family Office,individual_contributor,Hyderabad,Maharashtra,India,https://linkedin.com/in/vikram-gupta-2jz7x,,0,Cold,,success,,apollo_intent_signal,,
Neha,Reddy,Neha Reddy,neha.reddy@elevatecapital.com,+91-931259-6584,Chief Executive Officer,Elevate Capital,Investment Banking,individual_contributor,Hyderabad,Maharashtra,India,https://linkedin.com/in/neha-reddy-623tdi,,0,Cold,,success,,apollo_intent_signal,,
Karan,Gupta,Karan Gupta,karan.gupta@northstarinvestments.com,+91-937641-2707,Co-Founder,NorthStar Investments,Asset Management,c_suite,Chennai,Maharashtra,India,https://linkedin.com/in/karan-gupta-wo97mu,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Iyer,Ananya Iyer,ananya.iyer@aurorafamilyoffice.com,+91-963404-3176,Family Office Principal,Aurora Family Office,Asset Management,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/ananya-iyer-n3a5qn,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Iyer,Vikram Iyer,vikram.iyer@primewealthadvisors.com,+91-978894-5352,CEO,Prime Wealth Advisors,Investment Banking,c_suite,Pune,Maharashtra,India,https://linkedin.com/in/vikram-iyer-i8u21j,,0,Cold,,success,,apollo_intent_signal,,
Amit,Mehta,Amit Mehta,amit.mehta@northstarinvestments.com,+91-984368-2488,Founder,NorthStar Investments,Asset Management,c_suite,Pune,Maharashtra,India,https://linkedin.com/in/amit-mehta-6y627a,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Patel,Rahul Patel,rahul.patel@axisgrowthpartners.com,+91-919433-1039,Chief Executive Officer,Axis Growth Partners,Investment Banking,individual_contributor,Bangalore,Maharashtra,India,https://linkedin.com/in/rahul-patel-7hpc6x,,0,Cold,,success,,apollo_intent_signal,,
Karan,Sharma,Karan Sharma,karan.sharma@centurionfinance.com,+91-928892-1387,Managing Partner,Centurion Finance,Investment Banking,individual_contributor,Pune,Maharashtra,India,https://linkedin.com/in/karan-sharma-gxnotk,,0,Cold,,success,,apollo_intent_signal,,
Priya,Mehta,Priya Mehta,priya.mehta@aurorafamilyoffice.com,+91-905560-7573,Family Office Principal,Aurora Family Office,Private Equity,individual_contributor,Bangalore,Maharashtra,India,https://linkedin.com/in/priya-mehta-dun2x,,0,Cold,,success,,apollo_intent_signal,,
Karan,Mehta,Karan Mehta,karan.mehta@elevatecapital.com,+91-992575-5206,Co-Founder,Elevate Capital,Family Office,c_suite,Pune,Maharashtra,India,https://linkedin.com/in/karan-mehta-b3527d,,0,Cold,,success,,apollo_intent_signal,,
Amit,Gupta,Amit Gupta,amit.gupta@northstarinvestments.com,+91-963045-8563,Managing Partner,NorthStar Investments,Private Equity,individual_contributor,Hyderabad,Maharashtra,India,https://linkedin.com/in/amit-gupta-0uwv7j,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Mehta,Sneha Mehta,sneha.mehta@northstarinvestments.com,+91-973850-9127,Managing Partner,NorthStar Investments,Asset Management,individual_contributor,Hyderabad,Maharashtra,India,https://linkedin.com/in/sneha-mehta-zu588e,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Gupta,Vikram Gupta,vikram.gupta@centurionfinance.com,+91-905076-8083,Chief Executive Officer,Centurion Finance,Family Office,individual_contributor,Bangalore,Maharashtra,India,https://linkedin.com/in/vikram-gupta-e74p,,0,Cold,,success,,apollo_intent_signal,,
Priya,Reddy,Priya Reddy,priya.reddy@northstarinvestments.com,+91-969871-8549,Family Office Principal,NorthStar Investments,Venture Capital,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/priya-reddy-cwsmgb,,0,Cold,,success,,apollo_intent_signal,,
Karan,Gupta,Karan Gupta,karan.gupta@northstarinvestments.com,+91-963217-2465,Chief Executive Officer,NorthStar Investments,Investment Banking,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/karan-gupta-grlv4,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Mehta,Sneha Mehta,sneha.mehta@northstarinvestments.com,+91-916800-1662,Chief Executive Officer,NorthStar Investments,Investment Banking,individual_contributor,Bangalore,Maharashtra,India,https://linkedin.com/in/sneha-mehta-7ud25,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Mehta,Vikram Mehta,vikram.mehta@aurorafamilyoffice.com,+91-984663-1693,Managing Partner,Aurora Family Office,Investment Banking,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/vikram-mehta-0mno6a,,0,Cold,,success,,apollo_intent_signal,,
Amit,Sharma,Amit Sharma,amit.sharma@centurionfinance.com,+91-903800-3288,Chief Executive Officer,Centurion Finance,Hedge Fund,individual_contributor,Pune,Maharashtra,India,https://linkedin.com/in/amit-sharma-70dlk,,0,Cold,,success,,apollo_intent_signal,,
Priya,Sharma,Priya Sharma,priya.sharma@aurorafamilyoffice.com,+91-916310-4960,Family Office Principal,Aurora Family Office,Hedge Fund,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/priya-sharma-sbhxc,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Reddy,Vikram Reddy,vikram.reddy@centurionfinance.com,+91-900054-3047,CEO,Centurion Finance,Asset Management,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/vikram-reddy-e6quwq,,0,Cold,,success,,apollo_intent_signal,,
Karan,Kapoor,Karan Kapoor,karan.kapoor@axisgrowthpartners.com,+91-986185-4923,Managing Partner,Axis Growth Partners,Hedge Fund,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/karan-kapoor-shei9i,,0,Cold,,success,,apollo_intent_signal,,
Priya,Patel,Priya Patel,priya.patel@axisgrowthpartners.com,+91-918007-2974,Managing Partner,Axis Growth Partners,Family Office,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/priya-patel-y9loce,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Sharma,Ananya Sharma,ananya.sharma@axisgrowthpartners.com,+91-919766-9703,Owner,Axis Growth Partners,Investment Banking,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/ananya-sharma-zy55w,,0,Cold,,success,,apollo_intent_signal,,
Amit,Mehta,Amit Mehta,amit.mehta@aurorafamilyoffice.com,+91-913682-7086,Family Office Principal,Aurora Family Office,Investment Banking,individual_contributor,Bangalore,Maharashtra,India,https://linkedin.com/in/amit-mehta-ry3nib,,0,Cold,,success,,apollo_intent_signal,,
Priya,Reddy,Priya Reddy,priya.reddy@primewealthadvisors.com,+91-995265-6780,Chairman,Prime Wealth Advisors,Hedge Fund,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/priya-reddy-e716v,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Mehta,Ananya Mehta,ananya.mehta@elevatecapital.com,+91-945545-8962,Owner,Elevate Capital,Private Equity,c_suite,Pune,Maharashtra,India,https://linkedin.com/in/ananya-mehta-7ygvbi,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Sharma,Vikram Sharma,vikram.sharma@elevatecapital.com,+91-980680-6232,Owner,Elevate Capital,Hedge Fund,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/vikram-sharma-lru9ar,,0,Cold,,success,,apollo_intent_signal,,
Amit,Iyer,Amit Iyer,amit.iyer@northstarinvestments.com,+91-918274-3410,Managing Partner,NorthStar Investments,Family Office,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/amit-iyer-8vap7,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Patel,Ananya Patel,ananya.patel@aurorafamilyoffice.com,+91-988467-4450,Co-Founder,Aurora Family Office,Private Equity,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/ananya-patel-bvwiyl,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Mehta,Ananya Mehta,ananya.mehta@centurionfinance.com,+91-909870-4974,Owner,Centurion Finance,Asset Management,c_suite,Chennai,Maharashtra,India,https://linkedin.com/in/ananya-mehta-qayce,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Mehta,Vikram Mehta,vikram.mehta@northstarinvestments.com,+91-949595-4830,Founder,NorthStar Investments,Venture Capital,c_suite,Bangalore,Maharashtra,India,https://linkedin.com/in/vikram-mehta-59o6fb,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Patel,Sneha Patel,sneha.patel@primewealthadvisors.com,+91-901213-8197,Chairman,Prime Wealth Advisors,Investment Banking,individual_contributor,Pune,Maharashtra,India,https://linkedin.com/in/sneha-patel-mgntnd,,0,Cold,,success,,apollo_intent_signal,,
Amit,Sharma,Amit Sharma,amit.sharma@elevatecapital.com,+91-913426-2549,Co-Founder,Elevate Capital,Family Office,c_suite,Bangalore,Maharashtra,India,https://linkedin.com/in/amit-sharma-9fcylg,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Iyer,Sneha Iyer,sneha.iyer@centurionfinance.com,+91-933752-0925,CEO,Centurion Finance,Hedge Fund,c_suite,Delhi,Maharashtra,India,https://linkedin.com/in/sneha-iyer-70dam,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Iyer,Vikram Iyer,vikram.iyer@elevatecapital.com,+91-922986-5105,Chairman,Elevate Capital,Investment Banking,individual_contributor,Pune,Maharashtra,India,https://linkedin.com/in/vikram-iyer-w60oei,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Kapoor,Vikram Kapoor,vikram.kapoor@aurorafamilyoffice.com,+91-933892-2340,Co-Founder,Aurora Family Office,Investment Banking,c_suite,Delhi,Maharashtra,India,https://linkedin.com/in/vikram-kapoor-q04s,,0,Cold,,success,,apollo_intent_signal,,
Priya,Iyer,Priya Iyer,priya.iyer@primewealthadvisors.com,+91-901105-2048,Family Office Principal,Prime Wealth Advisors,Family Office,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/priya-iyer-vp1sy8,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Gupta,Ananya Gupta,ananya.gupta@axisgrowthpartners.com,+91-920926-8221,Chief Executive Officer,Axis Growth Partners,Investment Banking,individual_contributor,Bangalore,Maharashtra,India,https://linkedin.com/in/ananya-gupta-s8y7g9,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Sharma,Ananya Sharma,ananya.sharma@centurionfinance.com,+91-944800-2501,Chief Executive Officer,Centurion Finance,Hedge Fund,individual_contributor,Pune,Maharashtra,India,https://linkedin.com/in/ananya-sharma-2u5ebh,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Sharma,Sneha Sharma,sneha.sharma@northstarinvestments.com,+91-986327-6022,Family Office Principal,NorthStar Investments,Venture Capital,individual_contributor,Hyderabad,Maharashtra,India,https://linkedin.com/in/sneha-sharma-ucnpls,,0,Cold,,success,,apollo_intent_signal,,
Neha,Reddy,Neha Reddy,neha.reddy@aurorafamilyoffice.com,+91-947773-6908,Owner,Aurora Family Office,Family Office,c_suite,Chennai,Maharashtra,India,https://linkedin.com/in/neha-reddy-k9olz4,,0,Cold,,success,,apollo_intent_signal,,
Neha,Reddy,Neha Reddy,neha.reddy@northstarinvestments.com,+91-911608-6567,Chairman,NorthStar Investments,Family Office,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/neha-reddy-qnhtgr,,0,Cold,,success,,apollo_intent_signal,,
Priya,Mehta,Priya Mehta,priya.mehta@axisgrowthpartners.com,+91-975597-4393,Chief Executive Officer,Axis Growth Partners,Investment Banking,individual_contributor,Hyderabad,Maharashtra,India,https://linkedin.com/in/priya-mehta-slnut,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Sharma,Ananya Sharma,ananya.sharma@northstarinvestments.com,+91-973136-1278,Co-Founder,NorthStar Investments,Hedge Fund,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/ananya-sharma-vwlap7,,0,Cold,,success,,apollo_intent_signal,,
