First Name,Last Name,Full Name,Email,Phone,Job Title,Company,Industry,Seniority,City,State,Country,LinkedIn URL,Website,Lead Score,Lead Tier,Lead Status,Enrichment Status,Data Quality,Source,Scraped Date,Enriched Date
Karan,Iyer,Karan Iyer,karan.iyer@centurionfinance.com,+91-906617-0525,VP Business Development,Centurion Finance,Robo Advisory,vp,Delhi,Maharashtra,India,https://linkedin.com/in/karan-iyer-ei3yro,,0,Cold,,success,,apollo_intent_signal,,
Karan,Iyer,Karan Iyer,karan.iyer@aurorafamilyoffice.com,+91-922199-1935,CEO,Aurora Family Office,Investment Advisory,c_suite,Chennai,Maharashtra,India,https://linkedin.com/in/karan-iyer-tdvfsm,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Mehta,Ananya Mehta,ananya.mehta@northstarinvestments.com,+91-943569-0412,Co-Founder,NorthStar Investments,Investment Advisory,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/ananya-mehta-id1pw8,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Gupta,Ananya Gupta,ananya.gupta@elevatecapital.com,+91-970717-5016,VP Business Development,Elevate Capital,SaaS,vp,Delhi,Maharashtra,India,https://linkedin.com/in/ananya-gupta-we942h,,0,Cold,,success,,apollo_intent_signal,,
Priya,Sharma,Priya Sharma,priya.sharma@centurionfinance.com,+91-908063-6245,Co-Founder,Centurion Finance,Wealth Management,c_suite,Delhi,Maharashtra,India,https://linkedin.com/in/priya-sharma-49vx09,,0,Cold,,success,,apollo_intent_signal,,
Neha,Kapoor,Neha Kapoor,neha.kapoor@axisgrowthpartners.com,+91-900996-9016,Co-Founder,Axis Growth Partners,FinTech,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/neha-kapoor-0jn7tq,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Gupta,Vikram Gupta,vikram.gupta@northstarinvestments.com,+91-997306-2911,Chief Business Officer,NorthStar Investments,Robo Advisory,individual_contributor,Pune,Maharashtra,India,https://linkedin.com/in/vikram-gupta-5yjf0q,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Mehta,Rahul Mehta,rahul.mehta@centurionfinance.com,+91-995251-1358,Head of Partnerships,Centurion Finance,Investment Advisory,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/rahul-mehta-2yubny,,0,Cold,,success,,apollo_intent_signal,,
Neha,Reddy,Neha Reddy,neha.reddy@northstarinvestments.com,+91-919077-4360,Co-Founder,NorthStar Investments,Wealth Tech,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/neha-reddy-gazfbb,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Kapoor,Ananya Kapoor,ananya.kapoor@primewealthadvisors.com,+91-960452-1940,VP Business Development,Prime Wealth Advisors,SaaS,vp,Chennai,Maharashtra,India,https://linkedin.com/in/ananya-kapoor-h3qfs,,0,Cold,,success,,apollo_intent_signal,,
Neha,Kapoor,Neha Kapoor,neha.kapoor@primewealthadvisors.com,+91-989590-5643,VP Business Development,Prime Wealth Advisors,Robo Advisory,vp,Pune,Maharashtra,India,https://linkedin.com/in/neha-kapoor-ggsa4c,,0,Cold,,success,,apollo_intent_signal,,
Neha,Sharma,Neha Sharma,neha.sharma@centurionfinance.com,+91-960814-8104,Chief Business Officer,Centurion Finance,SaaS,individual_contributor,Bangalore,Maharashtra,India,https://linkedin.com/in/neha-sharma-is5ss8,,0,Cold,,success,,apollo_intent_signal,,
Karan,Kapoor,Karan Kapoor,karan.kapoor@primewealthadvisors.com,+91-968322-6081,VP Business Development,Prime Wealth Advisors,Wealth Management,vp,Mumbai,Maharashtra,India,https://linkedin.com/in/karan-kapoor-dayv,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Kapoor,Vikram Kapoor,vikram.kapoor@northstarinvestments.com,+91-916632-5609,VP Strategic Alliances,NorthStar Investments,Investment Advisory,vp,Delhi,Maharashtra,India,https://linkedin.com/in/vikram-kapoor-k2o5g3,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Reddy,Ananya Reddy,ananya.reddy@aurorafamilyoffice.com,+91-961237-6640,Head of Partnerships,Aurora Family Office,Robo Advisory,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/ananya-reddy-bz8sfh,,0,Cold,,success,,apollo_intent_signal,,
Neha,Patel,Neha Patel,neha.patel@primewealthadvisors.com,+91-952880-6218,Founder,Prime Wealth Advisors,Investment Advisory,c_suite,Pune,Maharashtra,India,https://linkedin.com/in/neha-patel-swv8v,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Kapoor,Rahul Kapoor,rahul.kapoor@centurionfinance.com,+91-977229-2343,Co-Founder,Centurion Finance,Wealth Tech,c_suite,Bangalore,Maharashtra,India,https://linkedin.com/in/rahul-kapoor-lbh32a,,0,Cold,,success,,apollo_intent_signal,,
Karan,Sharma,Karan Sharma,karan.sharma@centurionfinance.com,+91-979856-7989,Founder,Centurion Finance,Investment Advisory,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/karan-sharma-irqb5a,,0,Cold,,success,,apollo_intent_signal,,
Neha,Gupta,Neha Gupta,neha.gupta@axisgrowthpartners.com,+91-973078-4111,Founder,Axis Growth Partners,Financial Services,c_suite,Pune,Maharashtra,India,https://linkedin.com/in/neha-gupta-nxyal6,,0,Cold,,success,,apollo_intent_signal,,
Karan,Iyer,Karan Iyer,karan.iyer@centurionfinance.com,+91-932569-8462,CEO,Centurion Finance,Wealth Tech,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/karan-iyer-2rl08,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Sharma,Sneha Sharma,sneha.sharma@primewealthadvisors.com,+91-926791-5010,VP Strategic Alliances,Prime Wealth Advisors,Financial Services,vp,Delhi,Maharashtra,India,https://linkedin.com/in/sneha-sharma-pfweh9,,0,Cold,,success,,apollo_intent_signal,,
Priya,Reddy,Priya Reddy,priya.reddy@northstarinvestments.com,+91-953848-0957,CEO,NorthStar Investments,Financial Planning,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/priya-reddy-xk7t7,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Mehta,Ananya Mehta,ananya.mehta@axisgrowthpartners.com,+91-931111-5569,Head of Partnerships,Axis Growth Partners,Financial Services,individual_contributor,Pune,Maharashtra,India,https://linkedin.com/in/ananya-mehta-85s4rm,,0,Cold,,success,,apollo_intent_signal,,
Neha,Kapoor,Neha Kapoor,neha.kapoor@aurorafamilyoffice.com,+91-911752-0959,Founder,Aurora Family Office,Robo Advisory,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/neha-kapoor-ig2gpg,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Iyer,Sneha Iyer,sneha.iyer@primewealthadvisors.com,+91-978763-5460,CEO,Prime Wealth Advisors,SaaS,c_suite,Bangalore,Maharashtra,India,https://linkedin.com/in/sneha-iyer-41qskn,,0,Cold,,success,,apollo_intent_signal,,
Priya,Mehta,Priya Mehta,priya.mehta@elevatecapital.com,+91-945546-0469,Founder,Elevate Capital,Financial Planning,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/priya-mehta-jn12bv,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Iyer,Sneha Iyer,sneha.iyer@aurorafamilyoffice.com,+91-927875-3620,Chief Business Officer,Aurora Family Office,SaaS,individual_contributor,Hyderabad,Maharashtra,India,https://linkedin.com/in/sneha-iyer-tar3rf,,0,Cold,,success,,apollo_intent_signal,,
Neha,Reddy,Neha Reddy,neha.reddy@aurorafamilyoffice.com,+91-910909-8648,CEO,Aurora Family Office,FinTech,c_suite,Delhi,Maharashtra,India,https://linkedin.com/in/neha-reddy-bh4rpq,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Kapoor,Rahul Kapoor,rahul.kapoor@axisgrowthpartners.com,+91-973461-2678,VP Business Development,Axis Growth Partners,Wealth Tech,vp,Pune,Maharashtra,India,https://linkedin.com/in/rahul-kapoor-wnqnii,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Reddy,Sneha Reddy,sneha.reddy@aurorafamilyoffice.com,+91-910929-9787,Founder,Aurora Family Office,Wealth Management,c_suite,Chennai,Maharashtra,India,https://linkedin.com/in/sneha-reddy-3hb0hp,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Sharma,Vikram Sharma,vikram.sharma@elevatecapital.com,+91-995851-8447,Director of Partnerships,Elevate Capital,SaaS,director,Bangalore,Maharashtra,India,https://linkedin.com/in/vikram-sharma-pubiuq,,0,Cold,,success,,apollo_intent_signal,,
Karan,Sharma,Karan Sharma,karan.sharma@elevatecapital.com,+91-972665-8096,Head of Partnerships,Elevate Capital,Robo Advisory,individual_contributor,Hyderabad,Maharashtra,India,https://linkedin.com/in/karan-sharma-i0rzd9,,0,Cold,,success,,apollo_intent_signal,,
Amit,Mehta,Amit Mehta,amit.mehta@elevatecapital.com,+91-940435-8315,Director of Partnerships,Elevate Capital,SaaS,director,Pune,Maharashtra,India,https://linkedin.com/in/amit-mehta-3jlxn,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Sharma,Vikram Sharma,vikram.sharma@elevatecapital.com,+91-967051-9413,VP Business Development,Elevate Capital,Robo Advisory,vp,Delhi,Maharashtra,India,https://linkedin.com/in/vikram-sharma-ijzctf,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Iyer,Vikram Iyer,vikram.iyer@axisgrowthpartners.com,+91-991811-1846,CEO,Axis Growth Partners,Financial Planning,c_suite,Bangalore,Maharashtra,India,https://linkedin.com/in/vikram-iyer-p2yci,,0,Cold,,success,,apollo_intent_signal,,
Karan,Sharma,Karan Sharma,karan.sharma@centurionfinance.com,+91-919208-6842,Head of Partnerships,Centurion Finance,Robo Advisory,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/karan-sharma-92hqar,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Sharma,Vikram Sharma,vikram.sharma@northstarinvestments.com,+91-974963-9865,CEO,NorthStar Investments,Wealth Management,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/vikram-sharma-oj0d0p,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Iyer,Sneha Iyer,sneha.iyer@northstarinvestments.com,+91-942961-3904,CEO,NorthStar Investments,Wealth Tech,c_suite,Delhi,Maharashtra,India,https://linkedin.com/in/sneha-iyer-fxuvg,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Patel,Rahul Patel,rahul.patel@primewealthadvisors.com,+91-980488-7123,Chief Business Officer,Prime Wealth Advisors,Financial Services,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/rahul-patel-f7wwxc,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Patel,Ananya Patel,ananya.patel@aurorafamilyoffice.com,+91-936142-9365,Chief Business Officer,Aurora Family Office,Wealth Tech,individual_contributor,Hyderabad,Maharashtra,India,https://linkedin.com/in/ananya-patel-4aj8mk,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Patel,Sneha Patel,sneha.patel@primewealthadvisors.com,+91-993657-7775,Head of Partnerships,Prime Wealth Advisors,FinTech,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/sneha-patel-aff7u,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Patel,Vikram Patel,vikram.patel@primewealthadvisors.com,+91-924537-5155,Head of Partnerships,Prime Wealth Advisors,Robo Advisory,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/vikram-patel-mw1ox,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Reddy,Vikram Reddy,vikram.reddy@centurionfinance.com,+91-947371-6106,Co-Founder,Centurion Finance,Investment Advisory,c_suite,Bangalore,Maharashtra,India,https://linkedin.com/in/vikram-reddy-pyrntg,,0,Cold,,success,,apollo_intent_signal,,
Priya,Kapoor,Priya Kapoor,priya.kapoor@aurorafamilyoffice.com,+91-979853-1282,VP Strategic Alliances,Aurora Family Office,SaaS,vp,Hyderabad,Maharashtra,India,https://linkedin.com/in/priya-kapoor-al8fu5,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Iyer,Sneha Iyer,sneha.iyer@aurorafamilyoffice.com,+91-919649-8275,VP Strategic Alliances,Aurora Family Office,Wealth Management,vp,Chennai,Maharashtra,India,https://linkedin.com/in/sneha-iyer-15gkx,,0,Cold,,success,,apollo_intent_signal,,
Neha,Patel,Neha Patel,neha.patel@aurorafamilyoffice.com,+91-994497-1097,VP Strategic Alliances,Aurora Family Office,Financial Planning,vp,Delhi,Maharashtra,India,https://linkedin.com/in/neha-patel-zdk0lc,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Reddy,Rahul Reddy,rahul.reddy@primewealthadvisors.com,+91-972994-1841,Chief Business Officer,Prime Wealth Advisors,Wealth Management,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/rahul-reddy-pj08re,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Iyer,Vikram Iyer,vikram.iyer@elevatecapital.com,+91-934432-2201,Head of Partnerships,Elevate Capital,Financial Planning,individual_contributor,Hyderabad,Maharashtra,India,https://linkedin.com/in/vikram-iyer-ng7fh,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Gupta,Sneha Gupta,sneha.gupta@northstarinvestments.com,+91-925914-3748,Chief Business Officer,NorthStar Investments,Financial Planning,individual_contributor,Hyderabad,Maharashtra,India,https://linkedin.com/in/sneha-gupta-j32nb9,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Gupta,Ananya Gupta,ananya.gupta@centurionfinance.com,+91-900887-9605,Director of Partnerships,Centurion Finance,SaaS,director,Hyderabad,Maharashtra,India,https://linkedin.com/in/ananya-gupta-5pd0s7,,0,Cold,,success,,apollo_intent_signal,,
Priya,Reddy,Priya Reddy,priya.reddy@primewealthadvisors.com,+91-968669-5141,CEO,Prime Wealth Advisors,Financial Planning,c_suite,Chennai,Maharashtra,India,https://linkedin.com/in/priya-reddy-hq7ydt,,0,Cold,,success,,apollo_intent_signal,,
Amit,Iyer,Amit Iyer,amit.iyer@axisgrowthpartners.com,+91-927400-9951,Chief Business Officer,Axis Growth Partners,Wealth Management,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/amit-iyer-ee13yc,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Patel,Ananya Patel,ananya.patel@aurorafamilyoffice.com,+91-906560-6737,Head of Partnerships,Aurora Family Office,Wealth Management,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/ananya-patel-rfocee,,0,Cold,,success,,apollo_intent_signal,,
Neha,Sharma,Neha Sharma,neha.sharma@northstarinvestments.com,+91-971409-7726,Founder,NorthStar Investments,SaaS,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/neha-sharma-2t6cen,,0,Cold,,success,,apollo_intent_signal,,
Amit,Mehta,Amit Mehta,amit.mehta@northstarinvestments.com,+91-994295-8440,Director of Partnerships,NorthStar Investments,Financial Services,director,Hyderabad,Maharashtra,India,https://linkedin.com/in/amit-mehta-pn719,,0,Cold,,success,,apollo_intent_signal,,
Neha,Reddy,Neha Reddy,neha.reddy@primewealthadvisors.com,+91-905743-5372,Co-Founder,Prime Wealth Advisors,Wealth Tech,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/neha-reddy-fdwln8,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Sharma,Sneha Sharma,sneha.sharma@axisgrowthpartners.com,+91-940856-5162,Chief Business Officer,Axis Growth Partners,Wealth Management,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/sneha-sharma-0h0nzl,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Sharma,Sneha Sharma,sneha.sharma@axisgrowthpartners.com,+91-965434-6295,VP Business Development,Axis Growth Partners,Robo Advisory,vp,Delhi,Maharashtra,India,https://linkedin.com/in/sneha-sharma-sv1o88,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Kapoor,Ananya Kapoor,ananya.kapoor@aurorafamilyoffice.com,+91-928552-1987,Chief Business Officer,Aurora Family Office,SaaS,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/ananya-kapoor-llyifq,,0,Cold,,success,,apollo_intent_signal,,
Neha,Mehta,Neha Mehta,neha.mehta@primewealthadvisors.com,+91-917283-4950,Head of Partnerships,Prime Wealth Advisors,Investment Advisory,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/neha-mehta-hq252l,,0,Cold,,success,,apollo_intent_signal,,
Karan,Patel,Karan Patel,karan.patel@centurionfinance.com,+91-980249-2374,Chief Business Officer,Centurion Finance,Financial Planning,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/karan-patel-bsdx0n,,0,Cold,,success,,apollo_intent_signal,,
Neha,Gupta,Neha Gupta,neha.gupta@axisgrowthpartners.com,+91-945782-0237,CEO,Axis Growth Partners,FinTech,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/neha-gupta-qm1z8o,,0,Cold,,success,,apollo_intent_signal,,
Priya,Patel,Priya Patel,priya.patel@axisgrowthpartners.com,+91-944632-3805,Chief Business Officer,Axis Growth Partners,FinTech,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/priya-patel-vp97k9,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Kapoor,Vikram Kapoor,vikram.kapoor@axisgrowthpartners.com,+91-945470-3165,CEO,Axis Growth Partners,Wealth Management,c_suite,Chennai,Maharashtra,India,https://linkedin.com/in/vikram-kapoor-laytw,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Kapoor,Sneha Kapoor,sneha.kapoor@elevatecapital.com,+91-983543-4318,VP Business Development,Elevate Capital,Wealth Management,vp,Hyderabad,Maharashtra,India,https://linkedin.com/in/sneha-kapoor-68x3eq,,0,Cold,,success,,apollo_intent_signal,,
Karan,Kapoor,Karan Kapoor,karan.kapoor@northstarinvestments.com,+91-987786-3761,Head of Partnerships,NorthStar Investments,Financial Services,individual_contributor,Chennai,Maharashtra,India,https://linkedin.com/in/karan-kapoor-mps21r,,0,Cold,,success,,apollo_intent_signal,,
Priya,Kapoor,Priya Kapoor,priya.kapoor@northstarinvestments.com,+91-952781-7900,Co-Founder,NorthStar Investments,Wealth Tech,c_suite,Bangalore,Maharashtra,India,https://linkedin.com/in/priya-kapoor-u3foen,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Reddy,Sneha Reddy,sneha.reddy@axisgrowthpartners.com,+91-909647-9505,Co-Founder,Axis Growth Partners,Financial Planning,c_suite,Chennai,Maharashtra,India,https://linkedin.com/in/sneha-reddy-9zwj5,,0,Cold,,success,,apollo_intent_signal,,
Neha,Gupta,Neha Gupta,neha.gupta@centurionfinance.com,+91-952855-7382,CEO,Centurion Finance,Wealth Management,c_suite,Pune,Maharashtra,India,https://linkedin.com/in/neha-gupta-exlcyh,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Sharma,Ananya Sharma,ananya.sharma@aurorafamilyoffice.com,+91-986638-1992,Director of Partnerships,Aurora Family Office,Robo Advisory,director,Chennai,Maharashtra,India,https://linkedin.com/in/ananya-sharma-lwb2wi,,0,Cold,,success,,apollo_intent_signal,,
Karan,Reddy,Karan Reddy,karan.reddy@aurorafamilyoffice.com,+91-963051-4851,Founder,Aurora Family Office,Robo Advisory,c_suite,Bangalore,Maharashtra,India,https://linkedin.com/in/karan-reddy-wewppa,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Patel,Ananya Patel,ananya.patel@primewealthadvisors.com,+91-900135-0894,Chief Business Officer,Prime Wealth Advisors,SaaS,individual_contributor,Delhi,Maharashtra,India,https://linkedin.com/in/ananya-patel-03snrc,,0,Cold,,success,,apollo_intent_signal,,
Karan,Reddy,Karan Reddy,karan.reddy@primewealthadvisors.com,+91-962898-9224,Chief Business Officer,Prime Wealth Advisors,Robo Advisory,individual_contributor,Hyderabad,Maharashtra,India,https://linkedin.com/in/karan-reddy-ecw53e,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Iyer,Sneha Iyer,sneha.iyer@primewealthadvisors.com,+91-943866-4239,Founder,Prime Wealth Advisors,Financial Services,c_suite,Pune,Maharashtra,India,https://linkedin.com/in/sneha-iyer-xtrdkp,,0,Cold,,success,,apollo_intent_signal,,
Priya,Kapoor,Priya Kapoor,priya.kapoor@centurionfinance.com,+91-971841-9037,VP Business Development,Centurion Finance,Robo Advisory,vp,Pune,Maharashtra,India,https://linkedin.com/in/priya-kapoor-dywuic,,0,Cold,,success,,apollo_intent_signal,,
Neha,Kapoor,Neha Kapoor,neha.kapoor@aurorafamilyoffice.com,+91-969078-4474,Chief Business Officer,Aurora Family Office,SaaS,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/neha-kapoor-90zept,,0,Cold,,success,,apollo_intent_signal,,
Amit,Gupta,Amit Gupta,amit.gupta@aurorafamilyoffice.com,+91-978383-0646,VP Strategic Alliances,Aurora Family Office,Financial Planning,vp,Mumbai,Maharashtra,India,https://linkedin.com/in/amit-gupta-9i84a,,0,Cold,,success,,apollo_intent_signal,,
Amit,Reddy,Amit Reddy,amit.reddy@axisgrowthpartners.com,+91-924344-3496,VP Strategic Alliances,Axis Growth Partners,FinTech,vp,Bangalore,Maharashtra,India,https://linkedin.com/in/amit-reddy-udys1,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Patel,Ananya Patel,ananya.patel@elevatecapital.com,+91-911173-5843,Co-Founder,Elevate Capital,Financial Planning,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/ananya-patel-4h2ivq,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Gupta,Rahul Gupta,rahul.gupta@primewealthadvisors.com,+91-959227-8965,VP Strategic Alliances,Prime Wealth Advisors,Investment Advisory,vp,Delhi,Maharashtra,India,https://linkedin.com/in/rahul-gupta-o27khi,,0,Cold,,success,,apollo_intent_signal,,
Neha,Kapoor,Neha Kapoor,neha.kapoor@northstarinvestments.com,+91-950215-8034,Co-Founder,NorthStar Investments,Robo Advisory,c_suite,Hyderabad,Maharashtra,India,https://linkedin.com/in/neha-kapoor-z8mngm,,0,Cold,,success,,apollo_intent_signal,,
Ananya,Reddy,Ananya Reddy,ananya.reddy@northstarinvestments.com,+91-904553-0058,Founder,NorthStar Investments,Financial Services,c_suite,Delhi,Maharashtra,India,https://linkedin.com/in/ananya-reddy-pr81hk,,0,Cold,,success,,apollo_intent_signal,,
Priya,Patel,Priya Patel,priya.patel@elevatecapital.com,+91-997400-3726,Chief Business Officer,Elevate Capital,Financial Planning,individual_contributor,Mumbai,Maharashtra,India,https://linkedin.com/in/priya-patel-k7fias,,0,Cold,,success,,apollo_intent_signal,,
Neha,Mehta,Neha Mehta,neha.mehta@elevatecapital.com,+91-920784-4251,Founder,Elevate Capital,Wealth Tech,c_suite,Chennai,Maharashtra,India,https://linkedin.com/in/neha-mehta-puh89f,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Reddy,Sneha Reddy,sneha.reddy@centurionfinance.com,+91-917138-0345,VP Strategic Alliances,Centurion Finance,FinTech,vp,Chennai,Maharashtra,India,https://linkedin.com/in/sneha-reddy-1szmcf,,0,Cold,,success,,apollo_intent_signal,,
Vikram,Mehta,Vikram Mehta,vikram.mehta@aurorafamilyoffice.com,+91-914294-9835,VP Business Development,Aurora Family Office,Financial Services,vp,Bangalore,Maharashtra,India,https://linkedin.com/in/vikram-mehta-gt8o95,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Iyer,Rahul Iyer,rahul.iyer@centurionfinance.com,+91-995216-0319,VP Strategic Alliances,Centurion Finance,Financial Planning,vp,Bangalore,Maharashtra,India,https://linkedin.com/in/rahul-iyer-gc4tnp,,0,Cold,,success,,apollo_intent_signal,,
Rahul,Gupta,Rahul Gupta,rahul.gupta@aurorafamilyoffice.com,+91-951458-8658,Co-Founder,Aurora Family Office,Wealth Management,c_suite,Bangalore,Maharashtra,India,https://linkedin.com/in/rahul-gupta-qxtwk,,0,Cold,,success,,apollo_intent_signal,,
Sneha,Sharma,Sneha Sharma,sneha.sharma@primewealthadvisors.com,+91-908236-5004,Director of Partnerships,Prime Wealth Advisors,Financial Planning,director,Chennai,Maharashtra,India,https://linkedin.com/in/sneha-sharma-o9vwcar,,0,Cold,,success,,apollo_intent_signal,,
Priya,Reddy,Priya Reddy,priya.reddy@axisgrowthpartners.com,+91-924552-3673,CEO,Axis Growth Partners,SaaS,c_suite,Mumbai,Maharashtra,India,https://linkedin.com/in/priya-reddy-ejz277,,0,Cold,,success,,apollo_intent_signal,,
Neha,Iyer,Neha Iyer,neha.iyer@centurionfinance.com,+91-913136-8252,Director of Partnerships,Centurion Finance,Investment Advisory,director,Chennai,Maharashtra,India,https://linkedin.com/in/neha-iyer-9f15cl,,0,Cold,,success,,apollo_intent_signal,,
